Id,ClaseMS,ZonificaciónMS,FrenteLote,ÁreaLote,Calle,Callejón,FormaLote,ContornoTerreno,Servicios,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,ÁreaPiscina,CalidadPiscina,Cerca,CaracterísticaMiscelánea,ValorMisceláneo,MesVenta,AñoVenta,TipoVenta,CondiciónVenta,PrecioVenta
39,20,Residencial baja densidad,68.0,7922,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,NAmes,Normal,Normal,Unifamiliar,1 planta,5,7,1953,2007,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ninguno,0.0,TA,Gd,Bloque cemento,TA,TA,No,GLQ,731,Unf,0,326,1057,Gas aire forzado,Típica/Aceptable,Sí,Disyuntores estándar,1057,0,0,1057,1,0,1,0,3,1,Gd,5,Típico,0,,Independiente,1953.0,Sin terminar,1,246,Típica/Aceptable,Típica/Aceptable,Sí,0,52,0,0,0,0,,,,0,1,2010,Escritura de garantía,Anormal,109000
40,90,Residencial baja densidad,65.0,6040,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,Edwards,Normal,Normal,Dúplex,1 planta,4,5,1955,1955,A dos aguas,Teja compuesta,Tejas asbesto,Contrachapado,Ninguno,0.0,TA,TA,Hormigón vertido,,,,,0,,0,0,0,Gas aire forzado,Típica/Aceptable,No,Fusibles pobres,1152,0,0,1152,0,0,2,0,2,2,Fa,6,Típico,0,,,,,0,0,,,No,0,0,0,0,0,0,,,,0,6,2008,Escritura de garantía,Terreno adyacente,82000
41,20,Residencial baja densidad,84.0,8658,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,NAmes,Normal,Normal,Unifamiliar,1 planta,6,5,1965,1965,A dos aguas,Teja compuesta,Revestimiento madera,Revestimiento madera,Ladrillo a la vista,101.0,TA,TA,Bloque cemento,TA,TA,No,Rec,643,Unf,0,445,1088,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1324,0,0,1324,0,0,2,0,3,1,TA,6,Típico,1,Típica/Aceptable,Adosado,1965.0,Terminación regular,2,440,Típica/Aceptable,Típica/Aceptable,Sí,0,138,0,0,0,0,,GdWo,,0,12,2006,Escritura de garantía,Anormal,160000
42,20,Residencial baja densidad,115.0,16905,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,Timber,Normal,Normal,Unifamiliar,1 planta,5,6,1959,1959,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ninguno,0.0,TA,Gd,Bloque cemento,TA,TA,Gd,BLQ,967,Unf,0,383,1350,Gas aire forzado,Buena,Sí,Disyuntores estándar,1328,0,0,1328,0,1,1,1,2,1,TA,5,Típico,2,Buena,Adosado,1959.0,Terminación regular,1,308,Típica/Aceptable,Típica/Aceptable,Parcial,0,104,0,0,0,0,,,,0,7,2007,Escritura de garantía,Normal,170000
43,85,Residencial baja densidad,,9180,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Cul-de-sac,Suave,SawyerW,Normal,Normal,Unifamiliar,Entrada dividida,5,7,1983,1983,A dos aguas,Teja compuesta,Tablero duro,Tablero duro,Ninguno,0.0,TA,TA,Bloque cemento,Gd,TA,Av,ALQ,747,LwQ,93,0,840,Gas aire forzado,Buena,Sí,Disyuntores estándar,884,0,0,884,1,0,1,0,2,1,Gd,5,Típico,0,,Adosado,1983.0,Terminación regular,2,504,Típica/Aceptable,Buena,Sí,240,0,0,0,0,0,,MnPrv,,0,12,2007,Escritura de garantía,Normal,144000
44,20,Residencial baja densidad,,9200,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Cul-de-sac,Suave,CollgCr,Normal,Normal,Unifamiliar,1 planta,5,6,1975,1980,A cuatro aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ninguno,0.0,TA,TA,Bloque cemento,Gd,TA,Av,LwQ,280,BLQ,491,167,938,Gas aire forzado,Típica/Aceptable,Sí,Disyuntores estándar,938,0,0,938,1,0,1,0,3,1,TA,5,Típico,0,,Independiente,1977.0,Sin terminar,1,308,Típica/Aceptable,Típica/Aceptable,Sí,145,0,0,0,0,0,,MnPrv,,0,7,2008,Escritura de garantía,Normal,130250
45,20,Residencial baja densidad,70.0,7945,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,NAmes,Normal,Normal,Unifamiliar,1 planta,5,6,1959,1959,A dos aguas,Teja compuesta,Ladrillo a la vista,Revestimiento madera,Ninguno,0.0,TA,TA,Bloque cemento,TA,TA,No,ALQ,179,BLQ,506,465,1150,Gas aire forzado,Excelente,Sí,Fusibles antiguos,1150,0,0,1150,1,0,1,0,3,1,TA,6,Típico,0,,Adosado,1959.0,Terminación regular,1,300,Típica/Aceptable,Típica/Aceptable,Sí,0,0,0,0,0,0,,,,0,5,2006,Escritura de garantía,Normal,141000
46,120,Residencial baja densidad,61.0,7658,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,NridgHt,Normal,Normal,Adosado (ext.),1 planta,9,5,2005,2005,A cuatro aguas,Teja compuesta,Revestimiento metal,Revestimiento metal,Ladrillo a la vista,412.0,Ex,TA,Hormigón vertido,Ex,TA,No,GLQ,456,Unf,0,1296,1752,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1752,0,0,1752,1,0,2,0,2,1,Ex,6,Típico,1,Buena,Adosado,2005.0,Terminación regular,2,576,Típica/Aceptable,Típica/Aceptable,Sí,196,82,0,0,0,0,,,,0,2,2010,Escritura de garantía,Normal,319900
47,50,Residencial baja densidad,48.0,12822,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Cul-de-sac,Suave,Mitchel,Normal,Normal,Unifamiliar,1.5 planta terminado,7,5,2003,2003,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ninguno,0.0,Gd,TA,Hormigón vertido,Ex,TA,No,GLQ,1351,Unf,0,83,1434,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1518,631,0,2149,1,0,1,1,1,1,Gd,6,Típico,1,Excelente,Adosado,2003.0,Terminación regular,2,670,Típica/Aceptable,Típica/Aceptable,Sí,168,43,0,0,198,0,,,,0,8,2009,Escritura de garantía,Anormal,239686
48,20,Residencial frente a parque,84.0,11096,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,Somerst,Normal,Normal,Unifamiliar,1 planta,8,5,2006,2006,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ninguno,0.0,Gd,TA,Hormigón vertido,Gd,TA,Av,GLQ,24,Unf,0,1632,1656,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1656,0,0,1656,0,0,2,0,3,1,Gd,7,Típico,0,,Adosado,2006.0,Terminación regular,3,826,Típica/Aceptable,Típica/Aceptable,Sí,0,146,0,0,0,0,,,,0,7,2007,Escritura de garantía,Normal,249700
49,190,Residencial media densidad,33.0,4456,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,OldTown,Normal,Normal,Duplex convertido,2 plantas,4,5,1920,2008,A dos aguas,Teja compuesta,Revestimiento metal,Revestimiento metal,Ninguno,0.0,TA,TA,Ladrillo-teja,TA,TA,No,Unf,0,Unf,0,736,736,Gas aire forzado,Buena,Sí,Disyuntores estándar,736,716,0,1452,0,0,2,0,2,3,TA,8,Típico,0,,,,,0,0,,,No,0,0,102,0,0,0,,,,0,6,2009,Nuevo,Parcial,113000
50,20,Residencial baja densidad,66.0,7742,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,Sawyer,Normal,Normal,Unifamiliar,1 planta,5,7,1966,1966,A dos aguas,Teja compuesta,Tablero duro,Tablero duro,Ninguno,0.0,TA,TA,Bloque cemento,TA,TA,No,BLQ,763,Unf,0,192,955,Gas aire forzado,Excelente,Sí,Disyuntores estándar,955,0,0,955,1,0,1,0,3,1,TA,6,Típico,0,,Adosado,1966.0,Sin terminar,1,386,Típica/Aceptable,Típica/Aceptable,Sí,0,0,0,0,0,0,,MnPrv,,0,1,2007,Escritura de garantía,Normal,127000
51,60,Residencial baja densidad,,13869,Pavimentada,,Irregular moderada,Nivelado,Todos los servicios públicos,Esquina,Suave,Gilbert,Normal,Normal,Unifamiliar,2 plantas,6,6,1997,1997,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ninguno,0.0,TA,TA,Hormigón vertido,Gd,TA,Av,GLQ,182,Unf,0,612,794,Gas aire forzado,Buena,Sí,Disyuntores estándar,794,676,0,1470,0,1,2,0,3,1,TA,6,Típico,0,,Adosado,1997.0,Terminado,2,388,Típica/Aceptable,Típica/Aceptable,Sí,0,75,0,0,0,0,,,,0,7,2007,Escritura de garantía,Normal,177000
52,50,Residencial media densidad,52.0,6240,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,BrkSide,Normal,Normal,Unifamiliar,1.5 planta terminado,6,6,1934,1950,A dos aguas,Teja compuesta,Revestimiento madera,Revestimiento madera,Ninguno,0.0,TA,TA,Hormigón vertido,TA,TA,No,Unf,0,Unf,0,816,816,Gas aire forzado,Típica/Aceptable,Sí,Disyuntores estándar,816,0,360,1176,0,0,1,0,3,1,TA,6,Típico,1,Buena,Independiente,1985.0,Sin terminar,2,528,Típica/Aceptable,Típica/Aceptable,Sí,112,0,0,0,0,0,,MnPrv,Shed,400,9,2006,Escritura de garantía,Normal,114500
53,90,Residencial media densidad,110.0,8472,Grava,,Irregular moderada,Desnivelado,Todos los servicios públicos,Esquina,Moderada,IDOTRR,Cerca de vía de tren — nivel,Normal,Dúplex,1 planta,5,5,1963,1963,A dos aguas,Teja compuesta,Revestimiento madera,Revestimiento madera,Ninguno,0.0,Fa,TA,Bloque cemento,Gd,TA,Gd,LwQ,104,GLQ,712,0,816,Gas aire forzado,Típica/Aceptable,No,Disyuntores estándar,816,0,0,816,1,0,1,0,2,1,TA,5,Típico,0,,Cochera,1963.0,Sin terminar,2,516,Típica/Aceptable,Típica/Aceptable,Sí,106,0,0,0,0,0,,,,0,5,2010,Escritura de garantía,Normal,110000
54,20,Residencial baja densidad,68.0,50271,Pavimentada,,Irregular leve,Depresión,Todos los servicios públicos,Interior,Suave,Veenker,Normal,Normal,Unifamiliar,1 planta,9,5,1981,1987,A dos aguas,Madera teja,Tejas madera,Tejas madera,Ninguno,0.0,Gd,TA,Bloque cemento,Ex,TA,Gd,GLQ,1810,Unf,0,32,1842,Gas aire forzado,Buena,Sí,Disyuntores estándar,1842,0,0,1842,2,0,0,1,0,1,Gd,5,Típico,1,Buena,Adosado,1981.0,Terminado,3,894,Típica/Aceptable,Típica/Aceptable,Sí,857,72,0,0,0,0,,,,0,11,2006,Escritura de garantía,Normal,385000
55,80,Residencial baja densidad,60.0,7134,Pavimentada,,Regular,Desnivelado,Todos los servicios públicos,Interior,Moderada,NAmes,Normal,Normal,Unifamiliar,Nivel dividido,5,5,1955,1955,A dos aguas,Teja compuesta,Revestimiento metal,Revestimiento metal,Ninguno,0.0,TA,TA,Bloque cemento,TA,TA,No,ALQ,384,Unf,0,0,384,Gas aire forzado,Típica/Aceptable,Sí,Disyuntores estándar,1360,0,0,1360,0,0,1,0,3,1,TA,6,Mínimo 1,1,Típica/Aceptable,Independiente,1962.0,Sin terminar,2,572,Típica/Aceptable,Típica/Aceptable,Sí,0,50,0,0,0,0,,MnPrv,,0,2,2007,Escritura de garantía,Normal,130000
56,20,Residencial baja densidad,100.0,10175,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Interior,Suave,NAmes,Normal,Normal,Unifamiliar,1 planta,6,5,1964,1964,A dos aguas,Teja compuesta,Tablero duro,Contrachapado,Ladrillo a la vista,272.0,TA,TA,Bloque cemento,TA,TA,No,BLQ,490,Unf,0,935,1425,Gas aire forzado,Buena,Sí,Disyuntores estándar,1425,0,0,1425,0,0,2,0,3,1,TA,7,Típico,1,Buena,Adosado,1964.0,Terminación regular,2,576,Típica/Aceptable,Típica/Aceptable,Sí,0,0,0,407,0,0,,,,0,7,2008,Escritura de garantía,Normal,180500
57,160,Residencial frente a parque,24.0,2645,Pavimentada,Pave,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,Somerst,Normal,Normal,Adosado (int.),2 plantas,8,5,1999,2000,A dos aguas,Teja compuesta,Revestimiento metal,Revestimiento metal,Ladrillo a la vista,456.0,Gd,TA,Hormigón vertido,Gd,TA,No,GLQ,649,Unf,0,321,970,Gas aire forzado,Excelente,Sí,Disyuntores estándar,983,756,0,1739,1,0,2,1,3,1,Gd,7,Típico,0,,Adosado,1999.0,Terminado,2,480,Típica/Aceptable,Típica/Aceptable,Sí,115,0,0,0,0,0,,,,0,8,2009,Escritura de garantía,Anormal,172500
58,60,Residencial baja densidad,89.0,11645,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Esquina,Suave,CollgCr,Normal,Normal,Unifamiliar,2 plantas,7,5,2004,2004,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ninguno,0.0,Gd,TA,Hormigón vertido,Gd,TA,No,Unf,0,Unf,0,860,860,Gas aire forzado,Excelente,Sí,Disyuntores estándar,860,860,0,1720,0,0,2,1,3,1,Gd,7,Típico,0,,Adosado,2004.0,Terminación regular,2,565,Típica/Aceptable,Típica/Aceptable,Sí,0,70,0,0,0,0,,,,0,8,2006,Escritura de garantía,Normal,196500
59,60,Residencial baja densidad,66.0,13682,Pavimentada,,Irregular moderada,Ladera,Todos los servicios públicos,Cul-de-sac,Suave,StoneBr,Normal,Normal,Unifamiliar,2 plantas,10,5,2006,2006,A cuatro aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ladrillo a la vista,1031.0,Ex,TA,Hormigón vertido,Ex,TA,Gd,Unf,0,Unf,0,1410,1410,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1426,1519,0,2945,0,0,3,1,3,1,Gd,10,Típico,1,Buena,Integrado,2006.0,Terminado,3,641,Típica/Aceptable,Típica/Aceptable,Sí,192,0,37,0,0,0,,,,0,10,2006,Nuevo,Parcial,438780
60,20,Residencial baja densidad,60.0,7200,Pavimentada,,Regular,Desnivelado,Todos los servicios públicos,Interior,Suave,CollgCr,Normal,Normal,Unifamiliar,1 planta,5,7,1972,1972,A dos aguas,Teja compuesta,Tablero duro,Tablero duro,Ninguno,0.0,TA,TA,Bloque cemento,TA,TA,Av,ALQ,632,Unf,0,148,780,Gas aire forzado,Excelente,Sí,Disyuntores estándar,780,0,0,780,0,0,1,0,2,1,TA,4,Típico,0,,Independiente,1973.0,Sin terminar,1,352,Típica/Aceptable,Típica/Aceptable,Sí,196,0,0,0,0,0,,MnPrv,,0,1,2008,Escritura de garantía,Normal,124900
61,20,Residencial baja densidad,63.0,13072,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,SawyerW,Cerca de vía de tren — empinada,Normal,Unifamiliar,1 planta,6,5,2004,2004,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ninguno,0.0,TA,TA,Hormigón vertido,Gd,TA,No,ALQ,941,Unf,0,217,1158,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1158,0,0,1158,1,0,1,1,3,1,Gd,5,Típico,0,,Independiente,2006.0,Sin terminar,2,576,Típica/Aceptable,Típica/Aceptable,Sí,0,50,0,0,0,0,,,,0,5,2006,Nuevo,Parcial,158000
62,75,Residencial media densidad,60.0,7200,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,IDOTRR,Normal,Normal,Unifamiliar,2.5 planta sin terminar,5,7,1920,1996,A dos aguas,Teja compuesta,Revestimiento metal,Revestimiento metal,Ninguno,0.0,TA,TA,Ladrillo-teja,TA,Fa,No,Unf,0,Unf,0,530,530,Gas aire forzado,Típica/Aceptable,No,Disyuntores estándar,581,530,0,1111,0,0,1,0,3,1,Fa,6,Típico,0,,Independiente,1935.0,Sin terminar,1,288,Típica/Aceptable,Típica/Aceptable,No,0,0,144,0,0,0,,,,0,3,2007,Escritura de garantía,Normal,101000
63,120,Residencial baja densidad,44.0,6442,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Interior,Suave,NridgHt,Normal,Normal,Adosado (ext.),1 planta,8,5,2006,2006,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Piedra,178.0,Gd,TA,Hormigón vertido,Gd,Gd,Mn,GLQ,24,Unf,0,1346,1370,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1370,0,0,1370,0,0,2,0,2,1,Gd,6,Típico,1,Buena,Adosado,2006.0,Terminación regular,2,484,Típica/Aceptable,Típica/Aceptable,Sí,120,49,0,0,0,0,,,,0,10,2007,Escritura de garantía,Normal,202500
64,70,Residencial media densidad,50.0,10300,Pavimentada,,Irregular leve,Desnivelado,Todos los servicios públicos,Interior,Suave,OldTown,Cerca de vía de tren — normal,Calle alimentadora,Unifamiliar,2 plantas,7,6,1921,1950,A dos aguas,Teja compuesta,Estuco,Estuco,Ninguno,0.0,TA,TA,Ladrillo-teja,TA,TA,No,Unf,0,Unf,0,576,576,Gas aire forzado,Buena,Sí,Disyuntores estándar,902,808,0,1710,0,0,2,0,3,1,TA,9,Típico,0,,Independiente,1990.0,Sin terminar,2,480,Típica/Aceptable,Típica/Aceptable,Sí,12,11,64,0,0,0,,GdPrv,,0,4,2010,Escritura de garantía,Normal,140000
65,60,Residencial baja densidad,,9375,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,CollgCr,Normal,Normal,Unifamiliar,2 plantas,7,5,1997,1998,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ladrillo a la vista,573.0,TA,TA,Hormigón vertido,Gd,TA,No,GLQ,739,Unf,0,318,1057,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1057,977,0,2034,1,0,2,1,3,1,Gd,8,Típico,0,,Adosado,1998.0,Terminación regular,2,645,Típica/Aceptable,Típica/Aceptable,Sí,576,36,0,0,0,0,,GdPrv,,0,2,2009,Escritura de garantía,Normal,219500
66,60,Residencial baja densidad,76.0,9591,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,NridgHt,Normal,Normal,Unifamiliar,2 plantas,8,5,2004,2005,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ladrillo a la vista,344.0,Gd,TA,Hormigón vertido,Ex,TA,Av,Unf,0,Unf,0,1143,1143,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1143,1330,0,2473,0,0,2,1,4,1,Gd,9,Típico,1,Buena,Integrado,2004.0,Terminación regular,3,852,Típica/Aceptable,Típica/Aceptable,Sí,192,151,0,0,0,0,,,,0,10,2007,Escritura de garantía,Normal,317000
67,20,Residencial baja densidad,,19900,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,NAmes,Posición positiva — avenida,Normal,Unifamiliar,1 planta,7,5,1970,1989,A dos aguas,Teja compuesta,Contrachapado,Contrachapado,Ladrillo a la vista,287.0,TA,TA,Bloque cemento,Gd,TA,Gd,GLQ,912,Unf,0,1035,1947,Gas aire forzado,Típica/Aceptable,Sí,Disyuntores estándar,2207,0,0,2207,1,0,2,0,3,1,TA,7,Mínimo 1,1,Buena,Adosado,1970.0,Terminación regular,2,576,Típica/Aceptable,Típica/Aceptable,Sí,301,0,0,0,0,0,,,,0,7,2010,Escritura de garantía,Normal,180000
68,20,Residencial baja densidad,72.0,10665,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Interior,Suave,CollgCr,Normal,Normal,Unifamiliar,1 planta,7,5,2003,2003,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ladrillo a la vista,167.0,Gd,TA,Hormigón vertido,Gd,TA,Av,GLQ,1013,Unf,0,440,1453,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1479,0,0,1479,1,0,2,0,3,1,Gd,7,Típico,0,,Adosado,2003.0,Terminación regular,2,558,Típica/Aceptable,Típica/Aceptable,Sí,144,29,0,0,0,0,,,,0,6,2007,Escritura de garantía,Normal,226000
69,30,Residencial media densidad,47.0,4608,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Esquina,Suave,OldTown,Calle principal,Normal,Unifamiliar,1 planta,4,6,1945,1950,A dos aguas,Teja compuesta,Revestimiento metal,Revestimiento metal,Ninguno,0.0,TA,Gd,Bloque cemento,TA,TA,No,Unf,0,Unf,0,747,747,Gas aire forzado,Típica/Aceptable,Sí,Disyuntores estándar,747,0,0,747,0,0,1,0,2,1,TA,4,Típico,0,,Adosado,1945.0,Sin terminar,1,220,Típica/Aceptable,Típica/Aceptable,Sí,0,0,0,0,0,0,,,,0,6,2010,Escritura de garantía,Normal,80000
70,50,Residencial baja densidad,81.0,15593,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Esquina,Suave,ClearCr,Normal,Normal,Unifamiliar,1.5 planta terminado,7,4,1953,1953,A dos aguas,Teja compuesta,Ladrillo a la vista,Tejas asbesto,Ninguno,0.0,Gd,TA,Bloque cemento,TA,TA,No,BLQ,603,Unf,0,701,1304,Gas agua caliente,Típica/Aceptable,Sí,Disyuntores estándar,1304,983,0,2287,0,0,2,0,3,1,TA,7,Típico,1,Típica/Aceptable,Adosado,1953.0,Terminado,2,667,Típica/Aceptable,Típica/Aceptable,Sí,0,21,114,0,0,0,,,,0,7,2006,Escritura de garantía,Normal,225000
71,20,Residencial baja densidad,95.0,13651,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Interior,Suave,NAmes,Normal,Normal,Unifamiliar,1 planta,7,6,1973,1973,A dos aguas,Teja compuesta,Contrachapado,Contrachapado,Ladrillo a la vista,1115.0,TA,Gd,Bloque cemento,Gd,TA,Gd,ALQ,1880,Unf,0,343,2223,Gas aire forzado,Excelente,Sí,Disyuntores estándar,2223,0,0,2223,1,0,2,0,3,1,TA,8,Típico,2,Buena,Adosado,1973.0,Terminado,2,516,Típica/Aceptable,Típica/Aceptable,Sí,300,0,0,0,0,0,,,,0,2,2007,Escritura de garantía,Normal,244000
72,20,Residencial baja densidad,69.0,7599,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Esquina,Suave,Mitchel,Normal,Normal,Unifamiliar,1 planta,4,6,1982,2006,A dos aguas,Teja compuesta,Tablero duro,Contrachapado,Ninguno,0.0,TA,TA,Bloque cemento,TA,TA,No,ALQ,565,Unf,0,280,845,Gas aire forzado,Típica/Aceptable,Sí,Disyuntores estándar,845,0,0,845,1,0,1,0,2,1,TA,4,Típico,0,,Independiente,1987.0,Sin terminar,2,360,Típica/Aceptable,Típica/Aceptable,Sí,0,0,0,0,0,0,,,,0,6,2007,Escritura de garantía,Normal,129500
73,60,Residencial baja densidad,74.0,10141,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Esquina,Suave,Gilbert,Normal,Normal,Unifamiliar,2 plantas,7,5,1998,1998,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ladrillo a la vista,40.0,TA,TA,Hormigón vertido,Gd,TA,No,Unf,0,Unf,0,832,832,Gas aire forzado,Buena,Sí,Disyuntores estándar,885,833,0,1718,0,0,2,1,3,1,TA,7,Típico,1,Típica/Aceptable,Adosado,1998.0,Terminado,2,427,Típica/Aceptable,Típica/Aceptable,Sí,0,94,0,0,291,0,,,,0,12,2009,Escritura de garantía,Normal,185000
74,20,Residencial baja densidad,85.0,10200,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,NAmes,Normal,Normal,Unifamiliar,1 planta,5,7,1954,2003,A dos aguas,Teja compuesta,Revestimiento madera,Revestimiento madera,Ladrillo a la vista,104.0,TA,TA,Bloque cemento,TA,TA,No,ALQ,320,BLQ,362,404,1086,Gas aire forzado,Buena,Sí,Disyuntores estándar,1086,0,0,1086,1,0,1,0,3,1,TA,6,Típico,0,,Adosado,1989.0,Sin terminar,2,490,Típica/Aceptable,Típica/Aceptable,Sí,0,0,0,0,0,0,,GdWo,,0,5,2010,Escritura de garantía,Normal,144900
75,50,Residencial media densidad,60.0,5790,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Esquina,Suave,OldTown,Normal,Normal,Unifamiliar,2 plantas,3,6,1915,1950,Holandés,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ninguno,0.0,Gd,Gd,Bloque cemento,Fa,TA,No,Unf,0,Unf,0,840,840,Gas aire forzado,Buena,No,Disyuntores estándar,840,765,0,1605,0,0,2,0,3,2,TA,8,Típico,0,,Independiente,1915.0,Sin terminar,1,379,Típica/Aceptable,Típica/Aceptable,Sí,0,0,202,0,0,0,,,,0,5,2010,Escritura de garantía,Normal,107400
76,180,Residencial media densidad,21.0,1596,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,MeadowV,Normal,Normal,Adosado (int.),Nivel dividido,4,5,1973,1973,A dos aguas,Teja compuesta,Cemento-fibra,Cemento-fibra,Ninguno,0.0,TA,TA,Bloque cemento,Gd,TA,Gd,GLQ,462,Unf,0,0,462,Gas aire forzado,Típica/Aceptable,Sí,Disyuntores estándar,526,462,0,988,1,0,1,0,2,1,TA,5,Típico,0,,Integrado,1973.0,Sin terminar,1,297,Típica/Aceptable,Típica/Aceptable,Sí,120,101,0,0,0,0,,GdWo,,0,11,2009,Escritura de garantía,Normal,91000
77,20,Residencial baja densidad,,8475,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Interior,Suave,NAmes,Normal,Normal,Unifamiliar,1 planta,4,7,1956,1956,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ninguno,0.0,TA,TA,Bloque cemento,TA,TA,No,ALQ,228,Unf,0,724,952,Gas aire forzado,Excelente,Sí,Fusibles antiguos,952,0,0,952,0,0,1,0,2,1,TA,4,Típico,0,,Independiente,1956.0,Sin terminar,1,283,Típica/Aceptable,Típica/Aceptable,Sí,0,0,0,0,0,0,,,,0,4,2008,Escritura de garantía,Normal,135750
78,50,Residencial media densidad,50.0,8635,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,BrkSide,Normal,Normal,Unifamiliar,1.5 planta terminado,5,5,1948,2001,A dos aguas,Teja compuesta,Revestimiento madera,Revestimiento madera,Ninguno,0.0,TA,TA,Bloque cemento,TA,TA,No,BLQ,336,GLQ,41,295,672,Gas aire forzado,Típica/Aceptable,Sí,Disyuntores estándar,1072,213,0,1285,1,0,1,0,2,1,TA,6,Mínimo 1,0,,Independiente,1948.0,Sin terminar,1,240,Típica/Aceptable,Típica/Aceptable,Sí,0,0,0,0,0,0,,MnPrv,,0,1,2008,Escritura de garantía,Normal,127000
